Year,Month,Product Name,Supplier,Stock Level,Order Quantity,Demand Level
2024,June,Multiplexer,Synergy,296,361,High
2024,July,Switch,Cisco,176,447,Very High
2024,April,Networking,Synergy,142,500,Very High
2023,February,Networking,Bell,480,347,Low
2024,February,Combiner,Fibertech Inc,461,484,High
2023,December,Optical,Synergy,495,118,Very Low
2024,July,Switch,Broadcam,450,226,Low
2023,March,Splitter,Fibertech Inc,458,230,Low
2023,April,Multiplexer,Bell,342,321,Medium
2024,October,Card,Netgear,173,193,High
2023,May,Multiplexer,Cardcom,350,270,Medium
2023,October,Router,HP,171,168,Medium
2024,December,Splitter,Broadcam,430,384,Medium
2024,January,Multiplexer,Cisco,340,119,Very Low
2023,August,Networking,Fibertech Inc,299,148,Very Low
2024,April,Card,Cardcom,222,213,Medium
2023,November,Switch,HP,126,160,Very High
2023,June,Optical,Netgear,358,450,Very High
2024,July,Router,Synergy,301,131,Very Low
2024,March,Networking,HP,290,152,Low
2024,May,Optical,Cardcom,380,261,Low
2023,December,Optical,Fibertech Inc,192,370,Very High
2023,May,Router,Cardcom,154,307,Very High
2023,September,Splitter,Synergy,375,485,Very High
2024,May,Optical,Optifibre Co,205,236,High
2023,June,Optical,Bell,199,149,Low
2024,November,Switch,Cisco,176,227,Very High
2024,February,Switch,Cisco,428,262,Low
2024,June,Switch,Synergy,327,422,Very High
2024,June,Switch,HP,276,347,Very High
2024,March,Router,Optifibre Co,492,215,Very Low
2024,July,Combiner,Cardcom,473,478,High
2024,January,Switch,Fibertech Inc,403,293,Low
2024,January,Combiner,Cardcom,494,174,Very Low
2024,November,Card,HP,455,384,Medium
2024,October,Modem,Cardcom,370,422,High
2023,November,Combiner,Optifibre Co,119,229,Very High
2024,April,Card,Synergy,404,363,Medium
2024,September,Optical,Optifibre Co,146,104,Low
2024,July,Splitter,Fibertech Inc,365,327,Medium
2024,December,Multiplexer,Netgear,211,391,Very High
2023,July,Splitter,Fibertech Inc,416,368,Medium
2023,December,Splitter,Broadcam,457,358,Medium
2023,July,Switch,Cardcom,385,376,Medium
2023,May,Switch,Cisco,389,330,Medium
2024,January,Modem,Cisco,296,111,Very Low
2023,January,Multiplexer,HP,102,454,Very High
2024,June,Splitter,Bell,190,344,Very High
2024,November,Router,Broadcam,103,310,Very High
2024,April,Networking,Broadcam,491,106,Very Low
2023,January,Optical,Cardcom,331,322,Medium
2024,March,Networking,Netgear,354,126,Very Low
2024,August,Optical,Cisco,440,228,Low
2023,December,Networking,Fibertech Inc,339,211,Low
2024,September,Modem,Broadcam,143,477,Very High
2023,January,Splitter,Optifibre Co,214,488,Very High
2024,February,Optical,Optifibre Co,282,131,Very Low
2024,June,Card,HP,231,123,Low
2023,May,Networking,Fibertech Inc,203,420,Very High
2024,September,Multiplexer,HP,393,307,Medium
2024,October,Combiner,Optifibre Co,204,194,Medium
2023,April,Combiner,Bell,460,382,Medium
2023,March,Splitter,Netgear,496,285,Low
2024,November,Combiner,Fibertech Inc,344,421,High
2024,March,Splitter,Fibertech Inc,211,346,Very High
2024,October,Multiplexer,Bell,358,335,Medium
2023,July,Router,Bell,284,173,Low
2023,May,Combiner,Netgear,124,264,Very High
2024,May,Card,Fibertech Inc,373,389,High
2023,January,Splitter,Cardcom,262,443,Very High
2023,December,Splitter,Fibertech Inc,104,370,Very High
2024,May,Switch,Optifibre Co,480,428,Medium
2023,February,Switch,HP,153,325,Very High
2024,November,Router,Synergy,320,148,Very Low
2023,March,Router,Bell,290,138,Very Low
2023,August,Splitter,Fibertech Inc,278,244,Medium
2023,April,Multiplexer,Cisco,269,475,Very High
2024,November,Optical,Cisco,436,432,Medium
2023,July,Multiplexer,Synergy,108,193,Very High
2024,September,Multiplexer,Netgear,341,176,Low
2024,March,Card,Broadcam,134,178,Very High
2023,September,Switch,Broadcam,219,482,Very High
2024,September,Card,HP,344,490,Very High
2023,January,Networking,Optifibre Co,166,122,Low
2023,August,Modem,Bell,237,412,Very High
2023,June,Card,Fibertech Inc,276,136,Very Low
2023,December,Combiner,Cardcom,187,331,Very High
2023,September,Router,Bell,270,333,High
2024,March,Networking,Fibertech Inc,488,220,Very Low
2024,January,Switch,HP,172,284,Very High
2024,August,Networking,Optifibre Co,152,262,Very High
2024,August,Combiner,Cisco,332,238,Low
2023,October,Switch,Optifibre Co,363,446,High
2024,July,Router,Netgear,368,453,High
2024,December,Router,HP,415,207,Very Low
2023,June,Switch,Netgear,305,247,Medium
2023,September,Switch,Cardcom,493,418,Medium
2023,July,Networking,Broadcam,303,420,Very High
2023,October,Networking,Optifibre Co,412,421,High
2024,February,Card,Cardcom,259,349,Very High
2023,April,Networking,Synergy,406,202,Very Low
2024,March,Optical,Optifibre Co,228,442,Very High
2024,September,Combiner,Broadcam,317,343,High
2024,December,Multiplexer,Broadcam,221,103,Very Low
2023,November,Multiplexer,Bell,262,331,Very High
2024,April,Router,Netgear,358,124,Very Low
2024,April,Multiplexer,Synergy,359,219,Low
2024,May,Networking,Bell,328,387,High
2023,September,Combiner,Bell,500,388,Medium
2023,September,Multiplexer,Synergy,143,382,Very High
2023,August,Modem,Fibertech Inc,273,456,Very High
2024,May,Splitter,Cisco,340,364,High
2023,January,Switch,Bell,117,336,Very High
2023,August,Router,Fibertech Inc,441,202,Very Low
2023,October,Card,Bell,131,458,Very High
2023,March,Optical,Cardcom,437,318,Low
2024,December,Splitter,Bell,465,396,Medium
2023,December,Router,Cisco,177,320,Very High
2023,October,Splitter,Synergy,218,155,Low
2024,May,Combiner,Cardcom,227,341,Very High
2023,May,Networking,Broadcam,303,499,Very High
2024,July,Switch,HP,157,482,Very High
2023,March,Multiplexer,Cardcom,200,254,Very High
2023,October,Networking,Netgear,280,190,Low
2024,July,Multiplexer,Cisco,370,144,Very Low
2023,November,Modem,Broadcam,149,330,Very High
2023,January,Modem,Cisco,237,185,Medium
2024,October,Modem,Bell,332,122,Very Low
2024,November,Optical,Bell,419,493,High
2023,May,Optical,Bell,254,360,Very High
2023,August,Modem,Netgear,214,373,Very High
2023,February,Router,HP,359,200,Low
2024,April,Optical,Broadcam,337,449,Very High
2023,June,Card,Bell,335,245,Low
2024,December,Multiplexer,Broadcam,110,379,Very High
2023,November,Switch,HP,121,217,Very High
2024,November,Combiner,HP,260,416,Very High
2024,March,Combiner,Bell,168,275,Very High
2024,December,Modem,Netgear,299,415,Very High
2024,November,Multiplexer,HP,498,176,Very Low
2023,December,Splitter,Bell,268,210,Medium
2024,July,Combiner,Bell,146,483,Very High
2024,November,Combiner,Fibertech Inc,186,313,Very High
2024,October,Multiplexer,Bell,415,433,High
2023,October,Card,Synergy,456,125,Very Low
2024,December,Networking,Bell,368,127,Very Low
2023,November,Modem,Optifibre Co,291,298,High
2023,September,Combiner,HP,350,244,Low
2024,September,Router,Cardcom,240,357,Very High
2023,February,Splitter,Broadcam,157,185,High
2024,October,Splitter,Fibertech Inc,421,267,Low
2023,December,Combiner,Bell,182,248,Very High
2023,February,Router,Optifibre Co,272,445,Very High
2023,November,Multiplexer,Optifibre Co,231,423,Very High
2024,April,Router,Netgear,365,416,High
2024,December,Splitter,Synergy,496,240,Very Low
2024,December,Networking,Broadcam,105,380,Very High
2023,November,Multiplexer,HP,421,202,Very Low
2023,November,Combiner,Cardcom,432,290,Low
2023,March,Splitter,Netgear,346,367,High
2023,November,Combiner,Broadcam,462,214,Very Low
2024,February,Multiplexer,Optifibre Co,411,113,Very Low
2024,February,Card,Cardcom,347,446,Very High
2024,October,Splitter,Broadcam,160,333,Very High
2023,April,Splitter,Fibertech Inc,209,339,Very High
2024,June,Multiplexer,HP,240,299,High
2023,December,Networking,Cisco,297,470,Very High
2024,May,Modem,Optifibre Co,312,278,Medium
2023,February,Switch,Fibertech Inc,188,152,Medium
2024,December,Router,Netgear,196,244,High
2023,August,Optical,Cisco,404,323,Medium
2024,June,Modem,Netgear,473,372,Medium
2024,March,Switch,Fibertech Inc,485,400,Medium
2023,November,Modem,Synergy,247,440,Very High
2023,July,Modem,Synergy,352,176,Low
2024,February,Optical,Cisco,401,146,Very Low
2023,July,Optical,Optifibre Co,484,212,Very Low
2023,January,Card,Fibertech Inc,478,437,Medium
2024,February,Switch,Optifibre Co,433,209,Very Low
2023,February,Combiner,HP,482,310,Low
2024,July,Router,HP,338,209,Low
2024,April,Switch,Fibertech Inc,346,269,Medium
2023,October,Switch,Broadcam,494,160,Very Low
2024,February,Multiplexer,Fibertech Inc,370,348,Medium
2024,November,Optical,Netgear,238,297,High
2023,May,Router,Bell,477,311,Low
2023,September,Optical,Fibertech Inc,377,136,Very Low
2023,January,Combiner,Bell,254,126,Very Low
2024,October,Networking,Optifibre Co,302,244,Medium
2024,December,Combiner,Netgear,327,182,Low
2024,September,Switch,Netgear,141,425,Very High
2023,August,Router,Cardcom,277,374,Very High
2024,November,Modem,Netgear,482,403,Medium
2024,May,Splitter,Cisco,130,358,Very High
2023,July,Multiplexer,Optifibre Co,399,317,Medium
2024,July,Optical,Cardcom,381,103,Very Low
2024,October,Router,Bell,200,358,Very High
2023,August,Optical,Broadcam,450,201,Very Low
2024,August,Optical,Cardcom,313,247,Medium
2023,June,Combiner,Fibertech Inc,306,283,Medium
2024,October,Switch,HP,428,452,High
2023,March,Splitter,Optifibre Co,122,345,Very High
2024,May,Combiner,Netgear,384,410,High
2024,September,Splitter,Netgear,139,493,Very High
2023,April,Networking,Broadcam,341,229,Low
2023,July,Optical,Broadcam,307,429,Very High
2024,February,Card,Synergy,334,259,Medium
2024,July,Networking,Bell,346,257,Low
2024,November,Card,Netgear,129,184,Very High
2024,November,Networking,Cisco,412,354,Medium
2023,July,Networking,Netgear,106,345,Very High
2023,September,Modem,Bell,452,221,Very Low
2023,August,Splitter,Bell,196,394,Very High
2024,August,Splitter,Fibertech Inc,368,162,Very Low
2024,December,Splitter,Cardcom,404,300,Low
2024,May,Switch,Netgear,166,279,Very High
2024,June,Networking,Broadcam,151,384,Very High
2023,July,Router,Fibertech Inc,253,160,Low
2023,October,Card,Bell,351,227,Low
2024,May,Card,Fibertech Inc,226,118,Low
2023,February,Modem,Cardcom,259,426,Very High
2023,August,Modem,HP,412,290,Low
2024,December,Optical,Cardcom,283,103,Very Low
2023,February,Card,Cisco,165,444,Very High
2023,January,Router,Cisco,236,424,Very High
2023,June,Switch,Bell,465,172,Very Low
2023,April,Router,Cisco,140,364,Very High
2023,May,Router,Fibertech Inc,461,158,Very Low
2024,January,Card,Bell,233,406,Very High
2024,May,Multiplexer,Cisco,366,426,High
2023,April,Card,Optifibre Co,125,171,Very High
2023,October,Switch,Netgear,260,343,Very High
2023,May,Card,Synergy,242,264,High
2024,September,Router,Cardcom,472,183,Very Low
2023,April,Splitter,HP,219,227,High
2024,May,Networking,Broadcam,440,261,Low
2024,August,Multiplexer,HP,350,321,Medium
2023,November,Router,Optifibre Co,500,173,Very Low
2023,April,Multiplexer,Cardcom,222,313,Very High
2023,July,Switch,Bell,437,133,Very Low
2024,January,Router,Synergy,221,328,Very High
2023,November,Networking,Cardcom,475,315,Low
2024,August,Router,Cisco,279,283,High
2023,March,Networking,Synergy,225,251,High
2023,April,Splitter,Broadcam,456,417,Medium
2023,February,Multiplexer,Netgear,496,251,Low
2023,August,Switch,Synergy,339,277,Medium
2023,July,Card,Netgear,411,175,Very Low
2024,June,Router,Fibertech Inc,100,204,Very High
2024,February,Splitter,Broadcam,343,367,High
2024,June,Multiplexer,Broadcam,307,486,Very High
2023,February,Card,Cardcom,337,398,High
2023,August,Router,HP,413,353,Medium
2023,December,Splitter,Netgear,157,291,Very High
2023,September,Modem,HP,161,135,Medium
2023,September,Router,Fibertech Inc,460,339,Low
2023,December,Switch,Broadcam,207,477,Very High
2023,August,Splitter,Optifibre Co,462,498,High
2024,July,Networking,Synergy,233,279,High
2023,January,Multiplexer,Fibertech Inc,129,408,Very High
2023,October,Multiplexer,Optifibre Co,488,102,Very Low
2023,January,Combiner,Broadcam,235,380,Very High
2023,May,Card,Fibertech Inc,105,481,Very High
2024,February,Multiplexer,Fibertech Inc,297,166,Low
2024,January,Card,Cardcom,151,329,Very High
2023,September,Modem,Cisco,387,142,Very Low
2023,October,Multiplexer,Synergy,152,225,Very High
2023,January,Networking,Cardcom,323,221,Low
2023,August,Router,Bell,349,347,Medium
2023,October,Switch,HP,110,447,Very High
2023,October,Networking,Synergy,202,455,Very High
2023,April,Modem,Cisco,149,185,High
2023,February,Switch,Optifibre Co,115,400,Very High
2024,August,Card,Cardcom,189,151,Medium
2024,June,Networking,Broadcam,386,478,High
2023,January,Multiplexer,Synergy,101,254,Very High
2023,August,Splitter,Netgear,125,235,Very High
2024,May,Multiplexer,Synergy,294,243,Medium
2024,May,Card,Synergy,266,295,High
2023,December,Splitter,Cardcom,165,165,High
2024,April,Networking,Netgear,297,116,Very Low
2023,June,Modem,Broadcam,327,350,High
2023,June,Splitter,Netgear,279,103,Very Low
2024,February,Multiplexer,Cardcom,380,324,Medium
2023,July,Combiner,Synergy,485,278,Low
2024,May,Combiner,Cisco,298,465,Very High
2023,May,Router,Fibertech Inc,320,380,High
2024,July,Combiner,Fibertech Inc,335,407,High
2024,July,Combiner,Cisco,300,445,Very High
2024,August,Switch,Synergy,440,455,High
2024,January,Switch,Synergy,337,302,Medium
2024,October,Multiplexer,Optifibre Co,390,256,Low
2024,September,Multiplexer,Bell,163,429,Very High
2023,July,Splitter,Synergy,365,459,Very High
2023,December,Networking,HP,308,194,Low
2024,October,Switch,Synergy,117,459,Very High
2023,July,Card,Netgear,166,209,Very High
2023,February,Router,HP,216,350,Very High
2024,September,Card,Synergy,264,206,Medium
2024,August,Optical,Broadcam,378,310,Medium
2024,October,Router,Synergy,105,317,Very High
2024,May,Networking,Netgear,165,100,Low
2023,August,Switch,Synergy,303,325,High
2023,August,Switch,Netgear,465,249,Low
2024,March,Multiplexer,Fibertech Inc,121,358,Very High
2023,July,Multiplexer,Cisco,481,304,Low
2024,January,Splitter,HP,264,487,Very High
2024,July,Router,Bell,439,165,Very Low
2023,September,Optical,Optifibre Co,463,221,Very Low
2023,June,Multiplexer,Fibertech Inc,161,429,Very High
2024,January,Router,Cardcom,354,460,Very High
2024,July,Modem,HP,442,361,Medium
2023,June,Card,Optifibre Co,450,213,Very Low
2024,July,Combiner,Fibertech Inc,472,111,Very Low
2023,July,Splitter,HP,145,361,Very High
2023,July,Combiner,Synergy,488,208,Very Low
2023,January,Switch,Broadcam,176,216,High
2023,June,Modem,Fibertech Inc,122,347,Very High
2023,September,Router,Broadcam,370,419,High
2024,June,Modem,HP,284,184,Low
2024,May,Networking,Cardcom,191,429,Very High
2023,August,Combiner,Bell,228,228,High
2024,August,Multiplexer,Cardcom,108,319,Very High
2024,July,Card,Cisco,157,297,Very High
2024,March,Card,Netgear,108,211,Very High
2024,September,Combiner,Bell,410,125,Very Low
2024,September,Card,Broadcam,236,491,Very High
2024,May,Networking,Optifibre Co,339,492,Very High
2024,April,Combiner,Broadcam,432,424,Medium
2023,August,Optical,Netgear,234,138,Low
2023,February,Optical,Fibertech Inc,353,207,Low
2024,July,Card,Cisco,231,431,Very High
2023,April,Splitter,Cisco,269,435,Very High
2023,February,Modem,Broadcam,209,298,Very High
2023,December,Modem,Broadcam,321,209,Low
2024,November,Combiner,Optifibre Co,355,147,Very Low
2024,September,Combiner,Cardcom,417,197,Very Low
2024,October,Router,Broadcam,107,273,Very High
2023,May,Networking,Optifibre Co,243,453,Very High
2024,November,Switch,Bell,321,378,High
2024,June,Router,Optifibre Co,391,253,Low
2024,November,Card,Broadcam,354,291,Medium
2024,April,Card,Cardcom,448,311,Low
2024,August,Optical,Synergy,372,178,Very Low
2024,July,Combiner,Bell,287,399,Very High
2023,November,Combiner,Netgear,480,153,Very Low
2023,May,Optical,Cardcom,284,282,Medium
2023,February,Networking,Synergy,199,458,Very High
2023,May,Networking,Bell,188,392,Very High
2023,December,Networking,Fibertech Inc,273,487,Very High
2024,March,Combiner,Synergy,350,425,High
2024,April,Combiner,Fibertech Inc,117,411,Very High
2023,May,Combiner,Fibertech Inc,451,206,Very Low
2023,August,Multiplexer,Netgear,231,393,Very High
2024,June,Multiplexer,Optifibre Co,340,318,Medium
2024,September,Multiplexer,Cisco,194,482,Very High
2024,October,Card,Cardcom,416,179,Very Low
2023,December,Modem,Bell,275,481,Very High
2024,July,Splitter,HP,326,222,Low
2023,August,Multiplexer,Broadcam,107,201,Very High
2024,July,Multiplexer,HP,315,360,High
2023,April,Multiplexer,Broadcam,392,179,Very Low
2024,October,Router,Optifibre Co,378,371,Medium
2024,December,Multiplexer,Fibertech Inc,353,152,Very Low
2024,March,Optical,Fibertech Inc,463,168,Very Low
2024,May,Networking,Cardcom,213,310,Very High
2024,May,Splitter,HP,218,369,Very High
2024,September,Modem,Netgear,262,227,Medium
2023,November,Networking,Broadcam,393,399,High
2024,March,Card,Optifibre Co,427,477,High
2023,October,Modem,Cardcom,496,284,Low
2024,May,Multiplexer,Synergy,341,198,Low
2023,September,Router,Netgear,471,286,Low
2024,July,Card,Cisco,240,365,Very High
2023,December,Modem,Bell,300,117,Very Low
2023,September,Card,Cisco,189,331,Very High
2024,April,Modem,Netgear,347,166,Very Low
2023,August,Combiner,Synergy,333,405,High
2023,November,Splitter,HP,456,344,Medium
2023,March,Networking,Cardcom,427,396,Medium
2024,April,Multiplexer,Cardcom,138,242,Very High
2023,February,Optical,Synergy,139,320,Very High
2023,September,Combiner,HP,361,331,Medium
2023,October,Multiplexer,Broadcam,372,461,High
2023,May,Multiplexer,Synergy,353,328,Medium
2024,May,Modem,Bell,325,436,Very High
2023,August,Card,Bell,394,481,High
2024,March,Combiner,Cisco,185,211,High
2024,August,Multiplexer,Cisco,277,211,Medium
2024,September,Switch,Broadcam,182,109,Low
2023,March,Combiner,Cisco,369,407,High
2023,May,Modem,Optifibre Co,490,396,Medium
2024,December,Router,Synergy,184,333,Very High
2024,May,Networking,Synergy,319,164,Low
2023,May,Modem,HP,293,425,Very High
2024,June,Multiplexer,Cisco,344,490,Very High
2024,October,Modem,Fibertech Inc,318,277,Medium
2023,June,Switch,Bell,332,360,High
2024,November,Modem,Cisco,302,286,Medium
2023,June,Combiner,HP,431,467,High
2023,July,Modem,HP,452,324,Low
2023,February,Combiner,Cisco,303,269,Medium
2023,May,Router,HP,412,173,Very Low
2024,January,Combiner,Optifibre Co,115,107,Medium
2024,June,Multiplexer,Broadcam,477,323,Low
2023,August,Splitter,Optifibre Co,155,350,Very High
2023,February,Modem,Optifibre Co,284,340,High
2023,May,Multiplexer,Netgear,361,305,Medium
2024,July,Switch,Optifibre Co,177,191,High
2024,August,Optical,Netgear,161,326,Very High
2023,March,Card,Bell,395,232,Low
2023,July,Card,HP,383,419,High
2023,September,Multiplexer,Cisco,148,181,High
2023,October,Combiner,Optifibre Co,414,187,Very Low
2023,August,Modem,Cardcom,350,285,Medium
2023,August,Router,Cisco,407,304,Low
2024,March,Multiplexer,Synergy,175,210,High
2023,September,Modem,Optifibre Co,416,300,Low
2024,May,Switch,Bell,417,486,High
2024,September,Modem,Optifibre Co,218,155,Low
2023,May,Combiner,Broadcam,262,198,Medium
2023,August,Router,Cardcom,463,473,High
2023,March,Combiner,Netgear,401,428,High
2023,September,Modem,Bell,398,370,Medium
2023,October,Router,Fibertech Inc,426,183,Very Low
2023,March,Card,Broadcam,161,278,Very High
2024,September,Modem,Optifibre Co,149,477,Very High
2023,December,Optical,Fibertech Inc,407,392,Medium
2024,January,Card,HP,231,153,Low
2024,November,Splitter,Cisco,136,468,Very High
2023,September,Networking,Synergy,319,190,Low
2024,April,Modem,Fibertech Inc,359,151,Very Low
2024,May,Multiplexer,Netgear,285,186,Low
2023,July,Optical,Cardcom,127,292,Very High
2023,September,Multiplexer,Netgear,415,219,Low
2023,February,Optical,Netgear,356,494,Very High
2023,August,Switch,HP,107,309,Very High
2024,August,Card,Cisco,484,107,Very Low
2024,August,Optical,Cardcom,392,237,Low
2023,October,Router,Fibertech Inc,233,272,High
2024,January,Card,Cisco,173,393,Very High
2024,December,Splitter,Bell,148,405,Very High
2024,July,Router,Bell,177,108,Low
2023,October,Splitter,Broadcam,295,461,Very High
2024,July,Card,Broadcam,376,110,Very Low
2024,May,Multiplexer,HP,305,270,Medium
2023,January,Switch,Fibertech Inc,464,155,Very Low
2024,September,Multiplexer,Bell,411,422,High
2023,March,Switch,Cisco,374,468,Very High
2023,May,Card,Optifibre Co,198,332,Very High
2023,December,Splitter,Netgear,409,221,Low
2023,October,Multiplexer,Cardcom,272,202,Low
2024,March,Modem,Cardcom,374,430,High
2024,May,Card,Fibertech Inc,481,207,Very Low
2023,November,Splitter,Cisco,126,428,Very High
2024,June,Multiplexer,Bell,460,337,Low
2023,February,Multiplexer,Bell,412,145,Very Low
2024,February,Multiplexer,HP,202,487,Very High
2023,January,Optical,Bell,462,354,Medium
2024,July,Router,Broadcam,130,338,Very High
2024,April,Card,Fibertech Inc,205,267,Very High
2024,July,Optical,Cardcom,411,365,Medium
2024,October,Combiner,Cisco,451,230,Low
2024,February,Networking,Bell,278,168,Low
2024,August,Optical,Netgear,173,368,Very High
2024,September,Switch,Broadcam,228,246,High
2023,March,Multiplexer,Fibertech Inc,358,254,Low
2023,April,Card,Broadcam,431,446,High
2023,May,Optical,Cisco,377,302,Medium
2023,May,Combiner,Cardcom,140,208,Very High
2023,April,Card,HP,185,284,Very High
2024,May,Modem,Synergy,340,464,Very High
2024,January,Splitter,Cardcom,366,114,Very Low
2024,April,Router,Synergy,472,461,Medium
2023,June,Switch,Bell,278,204,Low
2023,May,Card,Cisco,463,398,Medium
2024,April,Card,Netgear,445,398,Medium
2023,November,Splitter,Cisco,272,484,Very High
2024,January,Networking,Bell,202,499,Very High
2024,September,Modem,Synergy,334,366,High
2024,February,Optical,Netgear,449,182,Very Low
2023,January,Networking,HP,159,137,Medium
2024,February,Switch,Synergy,298,230,Medium
2024,June,Splitter,Optifibre Co,314,424,Very High
2024,December,Card,Synergy,461,302,Low
2024,September,Combiner,Broadcam,167,469,Very High
2024,June,Switch,Fibertech Inc,337,488,Very High
2024,December,Modem,Broadcam,393,240,Low
2023,June,Multiplexer,Bell,105,143,Very High
2023,April,Networking,Netgear,139,211,Very High
2023,March,Splitter,Optifibre Co,365,424,High
2023,March,Combiner,HP,133,149,High
2024,April,Switch,Netgear,165,112,Low
2023,December,Card,Cisco,312,183,Low
2024,December,Combiner,Netgear,319,275,Medium
2024,May,Card,Netgear,343,179,Low
2024,September,Splitter,Bell,153,373,Very High
2023,September,Modem,Cisco,471,269,Low
2023,December,Networking,Netgear,286,415,Very High
2024,September,Router,Broadcam,282,124,Very Low
2024,May,Modem,HP,304,246,Medium
2023,January,Optical,Netgear,229,208,Medium
2024,November,Switch,Broadcam,143,227,Very High
2024,October,Switch,Cardcom,407,376,Medium
2023,February,Optical,Cisco,399,121,Very Low
2024,October,Card,Cardcom,375,451,High
2023,December,Card,Cisco,280,151,Low
2023,February,Combiner,Netgear,408,146,Very Low
2023,October,Optical,Fibertech Inc,333,236,Low
2024,August,Splitter,Fibertech Inc,284,427,Very High
2023,April,Card,Fibertech Inc,444,282,Low
2023,November,Card,Broadcam,424,179,Very Low
2024,October,Card,Cisco,147,226,Very High
2024,September,Splitter,Netgear,494,160,Very Low
2023,November,Modem,Cisco,143,166,High
2024,December,Switch,Synergy,413,383,Medium
2024,February,Switch,Cisco,219,495,Very High
2024,February,Switch,HP,266,305,High
2024,July,Modem,Broadcam,383,127,Very Low
2024,September,Modem,Cisco,154,219,Very High
2023,July,Modem,Optifibre Co,368,323,Medium
2024,November,Optical,Cisco,308,397,Very High
2024,November,Modem,Fibertech Inc,449,269,Low
2023,January,Switch,Cisco,419,172,Very Low
2024,December,Splitter,Optifibre Co,444,200,Very Low
2023,June,Optical,Netgear,414,498,High
2024,March,Card,Fibertech Inc,373,299,Medium
2023,February,Combiner,Fibertech Inc,150,230,Very High
2024,January,Multiplexer,Fibertech Inc,169,419,Very High
2023,May,Switch,Bell,322,418,Very High
2024,January,Optical,Cardcom,335,461,Very High
2023,October,Router,Netgear,146,345,Very High
2024,July,Switch,Fibertech Inc,309,361,High
2023,July,Optical,Cisco,424,349,Medium
2024,August,Networking,Broadcam,156,193,High
2024,March,Modem,Fibertech Inc,267,375,Very High
2024,February,Networking,HP,455,324,Low
2023,April,Switch,Synergy,227,374,Very High
2024,April,Switch,Broadcam,281,441,Very High
2023,September,Multiplexer,Cisco,118,116,Medium
2023,June,Combiner,Broadcam,166,345,Very High
2023,December,Multiplexer,HP,242,437,Very High
2023,May,Switch,Bell,402,110,Very Low
2023,January,Switch,Cisco,486,297,Low
2024,August,Optical,Fibertech Inc,399,313,Medium
2024,February,Switch,Broadcam,209,190,Medium
2023,July,Router,Cisco,356,107,Very Low
2023,May,Router,Cardcom,367,484,Very High
2023,November,Optical,Netgear,110,285,Very High
2024,December,Switch,Optifibre Co,136,341,Very High
2024,October,Splitter,Netgear,341,414,High
2024,April,Splitter,Netgear,461,111,Very Low
2024,December,Networking,Synergy,428,304,Low
2023,May,Optical,Cardcom,110,290,Very High
2024,September,Optical,Netgear,376,351,Medium
2023,May,Networking,Netgear,371,161,Very Low
2023,July,Networking,Synergy,100,305,Very High
2023,February,Splitter,Optifibre Co,455,278,Low
2024,September,Switch,HP,263,406,Very High
2023,July,Modem,Optifibre Co,254,189,Low
2023,February,Networking,Broadcam,443,486,High
2023,March,Multiplexer,Cardcom,151,144,Medium
2024,September,Multiplexer,Bell,195,352,Very High
2024,October,Splitter,Broadcam,150,482,Very High
2023,January,Networking,Fibertech Inc,268,107,Very Low
2023,May,Splitter,Bell,458,179,Very Low
2024,June,Modem,Bell,186,157,Medium
2024,December,Networking,Synergy,277,175,Low
2023,August,Optical,Synergy,206,441,Very High
2023,April,Router,HP,166,176,High
2023,June,Card,Optifibre Co,394,292,Low
2024,February,Splitter,Optifibre Co,398,361,Medium
2023,August,Networking,Synergy,225,174,Medium
2024,December,Modem,Optifibre Co,398,297,Low
2024,December,Optical,HP,378,148,Very Low
2024,October,Multiplexer,Cisco,425,182,Very Low
2023,November,Multiplexer,Optifibre Co,366,492,Very High
2024,March,Card,Bell,416,432,High
2023,April,Card,Synergy,151,397,Very High
2024,September,Multiplexer,Broadcam,180,178,Medium
2024,April,Networking,Synergy,141,408,Very High
2023,November,Card,Broadcam,122,276,Very High
2023,June,Splitter,Cisco,234,453,Very High
2023,March,Combiner,Broadcam,346,381,High
2024,March,Optical,Cardcom,462,424,Medium
2024,November,Card,Synergy,375,442,High
2023,June,Router,Bell,177,405,Very High
2023,September,Multiplexer,Bell,150,255,Very High
2024,June,Splitter,Broadcam,218,426,Very High
2024,February,Combiner,Fibertech Inc,133,404,Very High
2023,December,Card,Netgear,327,146,Very Low
2023,September,Splitter,Cardcom,198,218,High
2023,July,Combiner,Bell,428,229,Low
2023,December,Router,HP,115,278,Very High
2024,April,Switch,Broadcam,419,211,Low
2023,May,Multiplexer,Netgear,256,187,Low
2024,May,Splitter,Cisco,354,261,Low
2023,October,Multiplexer,Optifibre Co,350,374,High
2024,October,Router,Synergy,325,232,Low
2023,September,Modem,Broadcam,418,250,Low
2023,November,Optical,Optifibre Co,349,180,Low
2024,June,Switch,HP,443,396,Medium
2023,November,Card,Cisco,466,401,Medium
2023,July,Combiner,Fibertech Inc,238,244,High
2024,February,Modem,Netgear,500,341,Low
2023,April,Modem,Broadcam,110,452,Very High
2024,November,Card,Bell,241,274,High
2023,August,Networking,Synergy,491,143,Very Low
2024,June,Modem,Broadcam,207,388,Very High
2023,May,Splitter,Optifibre Co,466,243,Low
2024,July,Switch,Optifibre Co,365,328,Medium
2023,March,Optical,HP,159,118,Low
2023,February,Multiplexer,Optifibre Co,105,204,Very High
